#expiry,strike,right,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,471.8800,474.9300,471.3550,473.8800,59621043,,,,,,,
20240110,405,C,69.6200,69.9700,65.8350,68.9000,0,3,0.0000001,1,0,0,0,0
20240110,406,C,68.6350,68.9550,64.8400,67.9050,0,1,0.0000001,1,0,0,0,0
20240110,407,C,67.6150,67.9700,63.8950,66.9100,0,,0.0000001,1,0,0,0,0
20240110,408,C,66.6200,66.9700,62.8400,65.9150,0,,0.0000001,1,0,0,0,0
20240110,409,C,65.6200,65.9700,61.8950,64.9150,0,,0.0000001,1,0,0,0,0
20240110,410,C,64.6400,64.9600,60.8600,63.9100,1,1,0.0000001,1,0,0,0,0
20240110,411,C,63.6400,63.9750,59.8400,62.9100,0,,0.0000001,1,0,0,0,0
20240110,412,C,62.6250,62.9600,58.8400,61.9250,0,,0.0000001,1,0,0,0,0
20240110,413,C,61.6200,61.9600,57.8450,60.9200,0,,0.0000001,1,0,0,0,0
20240111,405,C,69.8400,70.5600,66.0950,69.2100,0,,1.0155835,0.9986762,0.0001921,0.0012024,-0.0577236,-0.0004630
20240111,406,C,68.8200,69.5450,65.0950,68.2100,0,1,1.0007235,0.9986598,0.0001973,0.0012066,-0.0571013,-0.0004564
20240111,407,C,67.9500,68.3250,64.1000,67.2300,0,,0.9859002,0.9986430,0.0002027,0.0012108,-0.0564684,-0.0004566
20240111,408,C,66.9400,67.3050,63.1000,66.2150,0,,0.9711134,0.9986257,0.0002083,0.0012147,-0.0558355,-0.0004526
20240111,409,C,65.9500,66.3650,62.1000,65.2350,0,,0.9563629,0.9986079,0.0002141,0.0012188,-0.0551911,-0.0004483
20240111,410,C,64.9600,65.3050,61.1000,64.2350,0,119,0.9416485,0.9985897,0.0002202,0.0012230,-0.0545531,-0.0004414
20240111,411,C,63.9550,64.3200,60.1050,63.1900,0,,0.9269701,0.9985709,0.0002265,0.0012273,-0.0538773,-0.0004396
20240111,412,C,62.9550,63.3100,59.1050,62.2350,0,,0.9123275,0.9985515,0.0002331,0.0012313,-0.0532144,-0.0004361
20240111,413,C,61.9650,62.3200,58.1050,61.2250,0,,0.8977205,0.9985316,0.0002401,0.0012353,-0.0525510,-0.0004308
20240112,407,C,67.9450,68.4000,64.1600,67.2500,2,3,0.7235212,0.9981417,0.0002706,0.0022215,-0.0275138,-0.0008316
20240112,408,C,66.9550,67.3700,63.1650,66.2550,0,1,0.7130112,0.9981067,0.0002779,0.0023266,-0.0272431,-0.0008218
20240112,412,C,62.9450,63.4000,59.1700,62.2600,0,,0.6704539,0.9979796,0.0003110,0.0025083,-0.0349754,-0.0007904
20240119,412,C,63.3450,63.8050,59.6450,62.6500,0,886,0.3608598,0.9945798,0.0007279,0.0111471,-0.0190700,-0.0034017
20240930,404,C,87.3550,88.0450,84.0350,86.5800,0,4,0.1840764,0.8551702,0.0032760,0.8618596,-0.0232696,-0.1858383
